Accident year,Casualty severity,Local authority,Ons code,Casualty age,Accident month,Accident day,Accident hour,Casualties,Built up roads,Casualty sex,Detailed road user,Special conditions at site,Light condition,Road user by casualty class,Road user,Road surface,Road type,Speed limit,Road class,Weather condition,Casualty class
2020,Slightly injured,Brent,E09000005,30,September,Friday,21,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Richmond upon Thames,E09000027,65,February,Sunday,5,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Single carriageway,21-30 mph,A,Raining no high winds,Driver or rider
2020,Slightly injured,Hounslow,E09000018,29,August,Friday,23,1,Built up road,Male,Taxi/Private hire car occupant (from 2005),None,Darkness - lighting unknown,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,C,Fine no high winds,Driver or rider
2020,Seriously injured,Newham,E09000025,25,January,Tuesday,12,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Sutton,E09000029,18,October,Tuesday,16,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Westminster,E09000033,29,March,Sunday,2,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,Roundabout,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Croydon,E09000008,44,July,Sunday,9,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,1-20 mph,Unclassified,Fine + high winds,Pedestrian
2020,Seriously injured,Havering,E09000016,52,November,Monday,14,1,Built up road,Male,Pedestrian,Auto signal part defective,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,21-30 mph,C,Fine + high winds,Pedestrian
2020,Seriously injured,Tower Hamlets,E09000030,34,March,Wednesday,8,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Roundabout,31-40 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Greenwich,E09000011,26,January,Saturday,9,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Roundabout,21-30 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Richmond upon Thames,E09000027,60,March,Sunday,0,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Roundabout,21-30 mph,A,Unknown,Driver or rider
2020,Slightly injured,Richmond upon Thames,E09000027,10,September,Friday,15,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Westminster,E09000033,70,October,Thursday,22,1,Built up road,Female,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Wet or damp,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Westminster,E09000033,29,October,Thursday,19,1,Built up road,Female,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,Roundabout,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Tower Hamlets,E09000030,51,March,Wednesday,19,1,Built up road,Female,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Single carriageway,1-20 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Lewisham,E09000023,Unknown or missing,September,Thursday,15,1,Built up road,Male,Cyclist,Unknown,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Haringey,E09000014,74,July,Thursday,11,1,Built up road,Female,Bus or coach occupant (17 or more pass seats),None,Daylight,Bus_Passenger,Bus or coach,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Passenger
2020,Slightly injured,Newham,E09000025,45,April,Sunday,14,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,B,Fine no high winds,Driver or rider
2020,Slightly injured,Harrow,E09000015,63,May,Friday,11,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Hammersmith,E09000013,26,July,Thursday,9,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Unknown,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Hackney,E09000012,31,March,Saturday,22,1,Built up road,Female,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Kingston upon Thames,E09000021,23,August,Friday,15,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Pedestrian
2020,Seriously injured,Kingston upon Thames,E09000021,52,November,Sunday,15,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Hammersmith,E09000013,29,June,Thursday,18,1,Built up road,Female,Cyclist,Roadworks,Daylight,Pedal Cyclist,Pedal cycle,Dry,Roundabout,1-20 mph,A,Other,Driver or rider
2020,Slightly injured,Kensington and Chelsea,E09000020,27,September,Monday,14,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Dual carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Kensington and Chelsea,E09000020,34,July,Wednesday,21,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Ealing,E09000009,22,May,Thursday,13,1,Built up road,Male,Car occupant (from 2005),Roadworks,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Westminster,E09000033,29,October,Sunday,20,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Westminster,E09000033,27,July,Saturday,7,1,Built up road,Female,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Camden,E09000007,45,October,Tuesday,2,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Wet or damp,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Enfield,E09000010,26,April,Monday,15,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Kensington and Chelsea,E09000020,40,April,Sunday,15,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Passenger,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Passenger
2020,Slightly injured,Kensington and Chelsea,E09000020,46,September,Thursday,9,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Kensington and Chelsea,E09000020,61,September,Saturday,10,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Slip road,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Barnet,E09000003,26,July,Thursday,18,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Wet or damp,Single carriageway,21-30 mph,A,Raining no high winds,Driver or rider
2020,Slightly injured,Barnet,E09000003,43,October,Sunday,9,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Wet or damp,Single carriageway,1-20 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Islington,E09000019,28,December,Friday,13,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Bromley,E09000006,38,February,Thursday,12,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Wet or damp,Unknown,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Bromley,E09000006,11,December,Tuesday,14,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Wet or damp,Single carriageway,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Tower Hamlets,E09000030,52,May,Sunday,10,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Tower Hamlets,E09000030,24,July,Tuesday,14,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,One way street,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Newham,E09000025,26,June,Tuesday,6,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Roundabout,21-30 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Newham,E09000025,20,July,Wednesday,10,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Dual carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Enfield,E09000010,37,January,Sunday,10,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,31-40 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Brent,E09000005,33,February,Sunday,11,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Hillingdon,E09000017,40,August,Wednesday,21,1,Built up road,Male,Car occupant (from 2005),Unknown,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Unknown,Unknown,21-30 mph,C,Unknown,Driver or rider
2020,Slightly injured,Barnet,E09000003,Unknown or missing,November,Saturday,7,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Unknown,Single carriageway,21-30 mph,Unclassified,Unknown,Driver or rider
2020,Slightly injured,Croydon,E09000008,15,August,Wednesday,13,1,Built up road,Male,Mobility scooter rider (from 2011),None,Daylight,Other_Vehicle_Occupant,Other vehicle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Croydon,E09000008,57,June,Tuesday,18,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,1-20 mph,C,Raining no high winds,Driver or rider
2020,Slightly injured,Brent,E09000005,53,September,Wednesday,15,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Lambeth,E09000022,34,August,Friday,6,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Islington,E09000019,22,April,Thursday,12,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,One way street,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Islington,E09000019,25,August,Wednesday,17,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,One way street,1-20 mph,A,Unknown,Driver or rider
2020,Slightly injured,Bexley,E09000004,43,October,Saturday,5,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Single carriageway,1-20 mph,B,Fine no high winds,Driver or rider
2020,Slightly injured,Enfield,E09000010,66,November,Saturday,15,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,One way street,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Lambeth,E09000022,33,February,Thursday,7,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,B,Other,Driver or rider
2020,Seriously injured,Hammersmith,E09000013,30,August,Tuesday,17,1,Built up road,Female,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Dual carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Merton,E09000024,74,January,Wednesday,16,1,Built up road,Male,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Wet or damp,Slip road,21-30 mph,Unclassified,Other,Driver or rider
2020,Seriously injured,Sutton,E09000029,62,December,Tuesday,19,1,Built up road,Male,Pedestrian,None,Darkness - lights lit,Pedestrian,Pedestrian,Dry,Roundabout,21-30 mph,C,Fine no high winds,Pedestrian
2020,Slightly injured,Tower Hamlets,E09000030,45,January,Tuesday,1,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Single carriageway,21-30 mph,A,Raining + high winds,Driver or rider
2020,Slightly injured,Tower Hamlets,E09000030,25,November,Thursday,9,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Tower Hamlets,E09000030,33,November,Monday,9,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,One way street,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Richmond upon Thames,E09000027,30,October,Monday,15,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Roundabout,21-30 mph,A,Raining no high winds,Driver or rider
2020,Slightly injured,Hillingdon,E09000017,36,July,Thursday,16,1,Motorway,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,Motorway,Motorway,Fine no high winds,Driver or rider
2020,Slightly injured,Camden,E09000007,28,October,Sunday,22,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),Unknown,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Dry,One way street,1-20 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Waltham Forest,E09000031,46,January,Tuesday,17,1,Built up road,Male,Taxi/Private hire car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Waltham Forest,E09000031,20,November,Saturday,19,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Darkness - lights lit,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,1-20 mph,B,Fine no high winds,Driver or rider
2020,Seriously injured,Tower Hamlets,E09000030,46,July,Wednesday,8,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Dual carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Merton,E09000024,30,January,Monday,15,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Unknown,Unknown,21-30 mph,Unclassified,Unknown,Driver or rider
2020,Slightly injured,Sutton,E09000029,40,January,Friday,8,1,Built up road,Female,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Bexley,E09000004,29,June,Tuesday,9,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Wandsworth,E09000032,12,December,Tuesday,17,1,Built up road,Female,Car occupant (from 2005),None,Darkness - lights lit,Car_Passenger,Car (Includes taxis and minibus),Wet or damp,Dual carriageway,31-40 mph,A,Fine no high winds,Passenger
2020,Slightly injured,Camden,E09000007,27,April,Tuesday,13,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Passenger,Car (Includes taxis and minibus),Dry,One way street,1-20 mph,A,Fine no high winds,Passenger
2020,Slightly injured,Camden,E09000007,40,October,Saturday,12,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Wet or damp,Dual carriageway,1-20 mph,A,Raining no high winds,Pedestrian
2020,Slightly injured,Bexley,E09000004,34,July,Sunday,17,1,Built up road,Unknown,Car occupant (from 2005),None,Daylight,Car_Passenger,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,C,Fine no high winds,Passenger
2020,Slightly injured,Richmond upon Thames,E09000027,24,December,Saturday,19,1,Built up road,Male,Car occupant (from 2005),Unknown,Darkness - lighting unknown,Car_Passenger,Car (Includes taxis and minibus),Unknown,Unknown,21-30 mph,A,Unknown,Passenger
2020,Slightly injured,Richmond upon Thames,E09000027,65,March,Thursday,13,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Bromley,E09000006,56,July,Sunday,17,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Roundabout,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Bromley,E09000006,51,October,Sunday,20,1,Built up road,Female,Car occupant (from 2005),None,Darkness - lighting unknown,Car_Passenger,Car (Includes taxis and minibus),Wet or damp,Roundabout,21-30 mph,A,Raining no high winds,Passenger
2020,Slightly injured,Kensington and Chelsea,E09000020,Unknown or missing,July,Wednesday,8,1,Built up road,Female,Cyclist,Unknown,Daylight,Pedal Cyclist,Pedal cycle,Dry,Unknown,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Kensington and Chelsea,E09000020,21,February,Sunday,14,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Wet or damp,One way street,21-30 mph,A,Raining no high winds,Pedestrian
2020,Slightly injured,Kensington and Chelsea,E09000020,33,December,Wednesday,20,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Enfield,E09000010,41,December,Tuesday,8,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Southwark,E09000028,52,May,Sunday,11,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Southwark,E09000028,72,March,Monday,11,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Merton,E09000024,30,March,Sunday,16,1,Built up road,Female,Motorcycle 50cc and under rider or passenger,None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Unknown,21-30 mph,C,Other,Driver or rider
2020,Slightly injured,Sutton,E09000029,46,January,Saturday,14,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Sutton,E09000029,21,July,Wednesday,4,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Passenger,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Passenger
2020,Slightly injured,Kingston upon Thames,E09000021,30,September,Tuesday,16,1,Built up road,Male,Cyclist,Unknown,Daylight,Pedal Cyclist,Pedal cycle,Dry,Dual carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Hillingdon,E09000017,37,January,Saturday,18,1,Built up road,Male,Car occupant (from 2005),Unknown,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Unknown,Driver or rider
2020,Seriously injured,Hillingdon,E09000017,9,September,Wednesday,16,1,Built up road,Unknown,Pedestrian,Unknown,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Pedestrian
2020,Slightly injured,Havering,E09000016,35,August,Thursday,17,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Wet or damp,Single carriageway,21-30 mph,A,Raining no high winds,Driver or rider
2020,Seriously injured,Lambeth,E09000022,31,July,Thursday,7,1,Built up road,Male,Cyclist,Unknown,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Merton,E09000024,24,November,Tuesday,11,1,Built up road,Female,Other vehicle occupant,None,Daylight,Other_Vehicle_Occupant,Other vehicle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Kensington and Chelsea,E09000020,72,August,Tuesday,8,1,Built up road,Female,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,21-30 mph,A,Other,Pedestrian
2020,Slightly injured,Croydon,E09000008,27,January,Monday,11,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Hounslow,E09000018,71,November,Thursday,14,1,Built up road,Male,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,1-20 mph,Unclassified,Fine no high winds,Driver or rider
2020,Slightly injured,Newham,E09000025,42,August,Sunday,20,1,Non built up road,Female,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,41-50 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Islington,E09000019,49,February,Friday,23,1,Built up road,Female,Bus or coach occupant (17 or more pass seats),None,Darkness - lights lit,Bus_Passenger,Bus or coach,Wet or damp,Single carriageway,1-20 mph,A,Raining no high winds,Passenger
2020,Slightly injured,Hillingdon,E09000017,52,September,Monday,15,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,B,Fine no high winds,Driver or rider
2020,Slightly injured,Hillingdon,E09000017,37,May,Tuesday,13,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,21-30 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Wandsworth,E09000032,58,November,Tuesday,13,1,Built up road,Female,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Dual carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Southwark,E09000028,54,October,Thursday,16,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Wet or damp,One way street,21-30 mph,A,Raining + high winds,Driver or rider
2020,Slightly injured,Southwark,E09000028,47,September,Saturday,12,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Dual carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Croydon,E09000008,39,January,Tuesday,6,1,Built up road,Female,Pedestrian,None,Darkness - no lighting,Pedestrian,Pedestrian,Wet or damp,Single carriageway,21-30 mph,Unclassified,Fine no high winds,Pedestrian
2020,Slightly injured,Wandsworth,E09000032,18,May,Friday,20,1,Built up road,Male,Motorcycle 51 - 125cc rider/pass (from 1999),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Unknown,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Westminster,E09000033,44,May,Saturday,8,1,Built up road,Male,Bus or coach occupant (17 or more pass seats),Unknown,Daylight,Bus_Passenger,Bus or coach,Unknown,Unknown,1-20 mph,C,Unknown,Passenger
2020,Seriously injured,Tower Hamlets,E09000030,24,September,Friday,16,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Ealing,E09000009,38,December,Friday,16,1,Built up road,Male,Cyclist,None,Darkness - lighting unknown,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,1-20 mph,A,Unknown,Driver or rider
2020,Slightly injured,Ealing,E09000009,28,September,Thursday,10,1,Built up road,Male,Motorcycle over 500cc rider/passenger (from 2005),None,Daylight,Motor_Cycle_Rider,Motorcycle,Dry,Single carriageway,1-20 mph,C,Fine no high winds,Driver or rider
2020,Slightly injured,Hillingdon,E09000017,43,September,Tuesday,13,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Driver,Car (Includes taxis and minibus),Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Hillingdon,E09000017,Unknown or missing,September,Wednesday,20,1,Built up road,Unknown,Cyclist,None,Darkness - lights lit,Pedal Cyclist,Pedal cycle,Wet or damp,Unknown,21-30 mph,A,Raining no high winds,Driver or rider
2020,Seriously injured,Ealing,E09000009,64,September,Thursday,16,1,Built up road,Female,Pedestrian,Unknown,Daylight,Pedestrian,Pedestrian,Unknown,Single carriageway,1-20 mph,Unclassified,Unknown,Pedestrian
2020,Slightly injured,Enfield,E09000010,44,September,Wednesday,23,1,Built up road,Male,Car occupant (from 2005),None,Darkness - lights lit,Car_Driver,Car (Includes taxis and minibus),Dry,Dual carriageway,31-40 mph,A,Fine no high winds,Driver or rider
2020,Seriously injured,Hammersmith,E09000013,59,May,Saturday,14,1,Built up road,Male,Cyclist,None,Daylight,Pedal Cyclist,Pedal cycle,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Driver or rider
2020,Slightly injured,Hillingdon,E09000017,39,November,Thursday,12,1,Built up road,Female,Car occupant (from 2005),None,Daylight,Car_Passenger,Car (Includes taxis and minibus),Dry,Dual carriageway,31-40 mph,A,Fine no high winds,Passenger
2020,Seriously injured,Barnet,E09000003,32,November,Tuesday,11,1,Built up road,Male,Pedestrian,None,Daylight,Pedestrian,Pedestrian,Dry,Single carriageway,21-30 mph,A,Fine no high winds,Pedestrian
2020,Seriously injured,Waltham Forest,E09000031,21,September,Thursday,23,1,Built up road,Male,Other vehicle occupant,None,Darkness - lights lit,Other_Vehicle_Occupant,Other vehicle,Dry,Dual carriageway,1-20 mph,B,Fine no high winds,Driver or rider
2020,Seriously injured,Waltham Forest,E09000031,43,December,Sunday,17,1,Built up road,Female,Pedestrian,None,Darkness - lights lit,Pedestrian,Pedestrian,Dry,Single carriageway,1-20 mph,Unclassified,Other,Pedestrian
